,links,names,ratings,price for one,crusine
893,https://www.zomato.com/bangalore/apple-villa-restaurant-shanti-nagar-bangalore/order,Apple Villa Restaurant,-,₹100 for one,"Chinese, North Indian, Mughlai, Biryani"
894,https://www.zomato.com/bangalore/matsya-lunch-home-malleshwaram-bangalore/order,Matsya Lunch Home,3.8,₹150 for one,"Mangalorean, South Indian, Biryani"
895,https://www.zomato.com/bangalore/al-bek-rt-nagar-bangalore/order,Al-Bek,4.0,₹150 for one,"Mughlai, Arabian, North Indian, Chinese, Seafood"
896,https://www.zomato.com/bangalore/ammas-donne-biriyani-house-indiranagar-bangalore/order,Ammas Donne Biriyani House,3.5,₹150 for one,Biryani
897,https://www.zomato.com/bangalore/dal-roti-sabji-indiranagar/order,Dal Roti Sabji,4.2,₹150 for one,North Indian
898,https://www.zomato.com/bangalore/rahhams-airport-road/order,Rahhams,3.7,₹150 for one,"North Indian, Mughlai, Chinese, Seafood"
899,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore/order,Oh! Calcutta,4.4,₹150 for one,"Bengali, Seafood, North Indian, Biryani"
900,https://www.zomato.com/bangalore/basaveshwar-khanavali-1-malleshwaram-bangalore/order,Basaveshwar Khanavali ,3.9,₹150 for one,South Indian
901,https://www.zomato.com/bangalore/sagar-delicacy-ulsoor/order,Sagar Delicacy,4.2,₹150 for one,"North Indian, Chinese, South Indian"
902,https://www.zomato.com/bangalore/barbeque-nation-indiranagar/order,Barbeque Nation,3.7,₹150 for one,"North Indian, Mughlai, Desserts, Beverages, Biryani, BBQ"
903,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-indiranagar/order,Khan Saheb Grills and Rolls,3.8,₹150 for one,"North Indian, Rolls"
904,https://www.zomato.com/bangalore/basaveshwar-khanavali-majestic-bangalore/order,Basaveshwar Khanavali,4.1,₹150 for one,Mangalorean
905,https://www.zomato.com/bangalore/phobidden-fruit-indiranagar/order,Phobidden Fruit,4.4,₹150 for one,"Vietnamese, Desserts, Thai"
906,https://www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Big Wong,4.3,₹400 for one,"Asian, Sushi, Chinese, Thai"
907,https://www.zomato.com/bangalore/dings-chinese-kitchen-indiranagar-bangalore/order,Ding's Chinese Kitchen,4.1,₹400 for one,"Chinese, Asian, Momos"
908,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order,Twiststick House,4.0,₹400 for one,"Continental, Fast Food, Chinese, Italian, Pizza, Sandwich, Rolls"
909,https://www.zomato.com/bangalore/candices-gourmet-sandwiches-indiranagar-bangalore/order,Candice's Gourmet Sandwiches,4.3,₹400 for one,"Sandwich, Salad, Continental, Beverages, Desserts"
910,https://www.zomato.com/bangalore/esplanade-indiranagar/order,Esplanade,4.0,₹400 for one,"Bengali, Mughlai, Seafood"
911,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order,Hotel Revoli Inn,4.0,₹400 for one,"Mughlai, Chinese, North Indian"
912,https://www.zomato.com/bangalore/somilan-steak-house-church-street/order,Somilan Steak House,4.3,₹400 for one,"North Eastern, Chinese, Naga, Steak, Beverages"
913,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore/order,Rang De Basanti Dhaba,4.0,₹400 for one,"North Indian, Seafood, Mughlai, Desserts"
914,https://www.zomato.com/bangalore/shawarma-time-ulsoor/order,Shawarma Time,4.0,₹400 for one,"Lebanese, Rolls, Fast Food"
915,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore/order,SodaBottleOpenerWala,3.9,₹400 for one,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages"
916,https://www.zomato.com/bangalore/china-bistro-indiranagar-bangalore/order,China Bistro,4.3,₹400 for one,"Chinese, Asian, Oriental, Sushi, Thai, Japanese, Seafood, Desserts"
917,https://www.zomato.com/bangalore/mangalore-pearl-seafood-restaurant-ulsoor-bangalore/order,Mangalore Pearl - Seafood Restaurant,4.2,₹400 for one,"Mangalorean, Seafood"
918,https://www.zomato.com/bangalore/chungs-pavilion-domlur-bangalore/order,Chungs Pavilion,4.2,₹250 for one,Chinese
919,https://www.zomato.com/bangalore/anupams-coast-ii-coast-koramangala-6th-block/order,Anupam's Coast II Coast,4.0,₹250 for one,"Seafood, Mangalorean, North Indian, Chinese"
920,https://www.zomato.com/bangalore/nh8-indiranagar/order,NH8,3.6,₹250 for one,"Rajasthani, North Indian"
921,https://www.zomato.com/bangalore/d-a-ying-yang-cuisines-vasanth-nagar-bangalore/order,D A Ying Yang Cuisines,4.1,₹250 for one,Chinese
922,https://www.zomato.com/bangalore/baisakhi-basavanagudi/order,Baisakhi,4.0,₹250 for one,"North Indian, Beverages, Desserts, Chinese"
923,https://www.zomato.com/bangalore/mamagoto-indiranagar/order,Mamagoto,4.1,₹250 for one,"Asian, Chinese, Sushi, Thai"
924,https://www.zomato.com/bangalore/uttar-karnataka-jolad-rotti-angadi-1-seshadripuram-bangalore/order,Uttar Karnataka Jolad Rotti Angadi,3.6,₹250 for one,South Indian
925,https://www.zomato.com/bangalore/the-indian-canteen-2-indiranagar-bangalore/order,The Indian Canteen,4.1,₹250 for one,"North Indian, Street Food, Biryani"
